"Link","Abstract","Author Keywords","Index Keywords"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139414859&partnerID=40&md5=be32319e94f33f5a31fe85d03e184be0","The study is intended to examine the role of external factors that lead to the choice of self-employment and entrepreneurship among business management students. It also examines the mediating effect of self-efficacy in the relationship among the factors leading to entrepreneurial intent. Family Support (FS), University Environment (UE) and Perceived Financial Support (PFS) have been significantly predicting the Entrepreneurial Self-Efficacy (ESE) except for Perceived Environmental Barriers (PEB). The study provides evidence of the partial mediation effect of ESE between FS and PFS in predicting High Growth Entrepreneurial Intent (HGEI), whereas no mediating effect of ESE is observed in the prediction of Self-Employment Intent (SEI). FS is affecting ESE and HGEI significantly but not SEI. Again, a higher level of ESE leads to high-growth entrepreneurship, whereas individuals having lower ESE are more likely to assume self-employment. Gender and the EEQ are the significant determinants of HGEI, whereas students' age is positively related to their self-employment intent. © 2022 SCMS Group of Educational Institutions. All rights reserved.","Entrepreneurial Intent; Family; Financial Barriers; Self-efficacy; University Environment",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146669608&doi=10.1057%2fs41599-023-01523-2&partnerID=40&md5=1806640d19c90cb653f7cef0b22b6427","The COVID-19 pandemic has raised many issues for higher education institutions, one of which is the continued decline in funding and an increased emphasis on effectiveness and efficiency. Performance-based budgeting is being adopted in organisations to allocate resources more efficiently, and Chinese public universities are no exception. The present study explicitly aimed to examine the relationship among staff capacity, performance-based budgeting, and organisational performance in Chinese public universities. It also investigated the role of top management support as a moderator. A purposive sampling method was used to select a total of 271 participants who agreed to participate in an online survey. A multimethod approach combining partial least squares-structural equation modelling (PLS-SEM), the PROCESS macro and necessary condition analysis (NCA) was adopted. The PLS-SEM results indicated that performance-based budgeting had a positive relationship with university performance and served as a mediator between staff capacity and university performance. The moderated mediation results showed that top management moderated the relationship among the selected variables. The NCA results suggested that both staff capacity and performance-based budgeting are meaningful and significant necessary conditions for university performance. The combined results indicated how researchers and practitioners can identify the factors that are critical for university performance and result in the best possible outcomes. This is possibly the first study to use this multimethod approach in accounting research. Overall, this study offers valuable insights into performance-based budgeting implementation in higher education institutions and may serve as a guideline for public universities to improve the efficiency of funding, reduce costs and increase revenues. © 2023, The Author(s).","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135015538&doi=10.1016%2fj.jbusres.2022.07.043&partnerID=40&md5=8245c4a675388b81b696bb3b8309595f","Despite the vast number of studies exploring the determinants of entrepreneurship, few have been able to distinguish the relative importance of these factors. Traditional regression-based approaches, upon which such studies are based, are unable to fully capture heterogeneous and complex non-linear patterns in the determinants of entrepreneurship. To address these limitations, we adopt a novel approach, using machine learning to study heterogeneity and dominance in the social-cognitive determinants of early-stage entrepreneurship. We apply decision tree algorithms to a large-scale dataset from the Global Entrepreneurship Monitor. Our results reveal that the dominant determinants, irrespective of entrepreneurial pathway, are individual entrepreneurial self-efficacy and networks, with factors such as cultural perceptions being relatively unimportant, despite substantial attention in the literature. The results also show considerable heterogeneity in the factors contributing to entrepreneurship, highlighting the need for academics and policy makers to consider the likelihood that there is no single set of motivating factors. © 2022 The Authors","Decision tree; Dominance; Entrepreneurship; Heterogeneity; Machine learning",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139936173&doi=10.3390%2fsu141912725&partnerID=40&md5=5334fb1a5a8e95031f867a84505b0c12","The purpose of the study was to examine the mediation roles of student satisfaction and entrepreneurial self-efficacy in the nexus between entrepreneurial education and entrepreneurial self-competencies within a social enterprise context. The study used a cross-sectional survey design, with a sampled population of 185 business students from three universities (Accra Technical University, Cape Coast Technical University and the University of Ghana) in Ghana. A PLS-SEM approach was used to examine the relationships among the independent–dependent constructs in the study. Entrepreneurial education had positive and significant relationships to student satisfaction and entrepreneurial self-efficacy, but it showed an insignificant relationship to entrepreneurial self-competencies. Student satisfaction was also found to relate positively and significantly to entrepreneurial self-efficacy and entrepreneurial self-competencies. Furthermore, both student satisfaction and entrepreneurial self-efficacy were found to fully mediate the nexus between entrepreneurial education and entrepreneurial self-competencies. The study highlights the crucial roles of student satisfaction and self-efficacy in the implementation of entrepreneurial education in higher education institutions. In a discipline that is characterised by paucity, this study provides a unique and original assessment of the important roles of student satisfaction and student self-confidence in building entrepreneurial competencies among students. © 2022 by the authors.","entrepreneurial education; entrepreneurial self-competency; entrepreneurial self-efficacy; social enterprise; student satisfaction","Ghana; business; entrepreneur; higher education; student; university sector"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147875577&doi=10.1007%2f978-981-19-8895-0_5&partnerID=40&md5=69280e277048feaf38dbcb4ca2f626fc","Modern production processes have been increasingly responsible for plastic overproduction for various reasons, not limited to containers and packaging. Said situation has reflected its consequences on human and animal health, especially with the COVID-19 pandemic. Because of this, it is imperative to consider the measures taken to reduce plastic contamination and the role of sustainability in plastic production processes. Previous studies and literature about the effects of plastics, the provisional standards, and programs to reduce contamination caused by this material have been analyzed in order to highlight its importance. Green businesses are also proposed as a more efficient solution to the problem of plastic overproduction. Some examples of small green businesses are presented to demonstrate the adoption of sustainable, eco-friendly measures in their business model and that even after some years, said models have proved to be effective by providing revenues and still following the ecological practices such as recycling different kinds of plastics and wastes. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Circular economy; Circularity; Contamination; Entrepreneurship; Green business; Marine litter; Microplastics; Plastic; Single-use plastic; Sustainability; Sustainable development goal",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159916385&doi=10.1111%2fjpim.12679&partnerID=40&md5=3211698b57d0dceaee4a8b01b281e45e","Big data-driven innovation gains momentum in the developing world by tackling grand challenges and making a pronounced and lasting impact. However, research has still not answered the key question regarding the dimensions of big poverty data analytics (BPDA) capabilities for creative service offerings nor their effects on economic and social outcomes. This study fills this gap by conducting a two-phase Delphi study and two rounds of surveys focusing on a globally leading microcredit institute in a developing country. The study conceptualizes management (analytics climate, cross-functional integration), platform (technology and data), and talent (pattern spotting and market ambidexterity) capabilities as the dimensions of BPDA capability. It further investigates creative service offerings (meaningfulness and novelty) as the mediator between BPDA—new service performance (economic outcome from the firm's end) as well as BPDA—quality of life (social outcome from consumer's end). Our research advances, first, the microfoundational view of dynamic capability (DC) theory in the emerging data-driven innovation paradigm by specifically identifying the complementary and co-specialization attributes of six microfoundations (i.e., analytics climate, cross-functional integration, data, technology, pattern spotting, and ambidexterity). In addition to DC, our study extends social innovation literature by establishing the connection between the instrument (BPDA capability) and outcome view (quality of life) of social innovation to tackle grand challenges in the developing world. Finally, our study extends creativity theory by introducing creative service offerings as a mediator and highlighting its role in the novel and meaningful solutions to social problems. Overall, this study is a pioneer in conceptualizing and empirically validating a research model that uncovers the potentially complex nuances between BPDA capability-creative offerings and innovation outcomes to tackle the grand challenge of poverty. Its findings are scholarly significant and executive worthy and constitute a major advancement in extant studies regarding how creative services are developed using BPDA and their impact on the firm's profitability and consumer well-being. © 2023 The Authors. Journal of Product Innovation Management published by Wiley Periodicals LLC on behalf of Product Development & Management Association.","big poverty data; creativity; dynamic capability; quality of life; service performance",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162669894&doi=10.1007%2fs12646-023-00718-6&partnerID=40&md5=cc6738add7c282d3e9893460a57d9d8e","The current research examined autonomy and achievement motivations in a sample of 1496 participants registered to a U.K.-based Massive Open Online Course (MOOC) on social entrepreneurship. A series of linear regression analyses revealed a significant effect of age and country on individual motivations across three separate sub-studies, which strengthens the replicability of this finding. The R values were as high as 70% for the effect of the country on achievement motivation, while age had a moderate degree of influence (approx. 30%) on pull motivations of achievement and autonomy. A way to gain greater clarity might be to conduct longitudinal studies examining motivations matched to specific entrepreneurial tasks. © 2023, Crown.","Achievement motivation in entrepreneur; Autonomy in entrepreneurs; Entrepreneur; Entrepreneurial motivation; Motivations; Personality in entrepreneurs; Social entrepreneur",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132531276&doi=10.1016%2fj.jhtm.2022.06.009&partnerID=40&md5=63e22ac0f070d6e15c3ab53a89a18ebd","The current literature in the environmental management domain proposes that employee behaviour is essential to enhancing environmental outcomes, but few studies have examined how human resource management (HRM) is linked with the green innovation of organisations. The study aims to investigate the interrelationship between green human resource management and green innovation in the hotel industry through the mediation of green human capital and environmental knowledge and moderation of managerial environmental concerns (MEC). The study was conducted on 209 participants from several occupational levels, including frontline workers, entry-level management, middle management, and top management employees of various hotel chains in Pakistan. Data were collected through stratified random sampling and analysed using the partial least structural equation modelling (PLS-SEM) technique. Resultantly, GHRM positively contributed to the green innovation of organisations. The mediating roles of green human capital and environmental knowledge were also statistically significant. Furthermore, the results reveal that the link between GHRM and green human capital is stronger with MEC as a moderator. The study contributes to the body of knowledge by investigating environmental protection based on the human capital theory through empirical evidence on hypothesised relationships. Moreover, the study extends the GHRM scope by adding predictors such as environmental knowledge for efficient hotel industry performance. © 2022 The Authors","And Managerial environmental concern; Environmental knowledge; Green HRM; Green human capital; Green innovation",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166001733&doi=10.3390%2fadmsci13070163&partnerID=40&md5=12f804b31149f6df13d8d6146838e663","In modern times, disruptive contexts have challenged the functioning of organisations, as shown by recent events, such as the COVID-19 pandemic and the current war in Europe. The literature highlights the role of management control practices (MCP) as resources that help to improve decision-making processes and organisational performance and competitiveness in a crisis context. In response to stakeholders’ pressures, companies are integrating Corporate Social Responsibility (CSR) issues into their measurement and control systems. The aim of this research is to examine whether companies perceive MCP as a resource to support the decision-making process and contribute to organisational performance and competitiveness in a crisis environment, as well as to ascertain the perceived role of CSR in MC. A survey by questionnaire was conducted among the 250 major exporting companies in Portugal. Results show that in a crisis context of uncertainty and unpredictability such as the COVID-19 pandemic organisations perceive MCP as having (1) a significant influence on organisational performance and on leveraging organisational competitiveness; (2) a significant link with CSR. In general terms, this study provides new insights into the perceptions of the role of MCP as a valuable resource to achieve organisational competitiveness and performance in disruptive social and economic contexts. © 2023 by the authors.","corporate social responsibility; crisis context; management control practices; organisational competitiveness; organisational performance",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166556680&doi=10.4324%2f9780367824044&partnerID=40&md5=a21e3124a42de98a213f1376502b4855","Diversity: A Key Idea for Business and Society introduces an idea that proliferates business and society, having been incorporated into mainstream theory and practice. Beyond this multidisciplinary setting, how diversity is defined, framed, managed and regulated is also exposed to considerable social, economic, political and ideological interpretation and manipulation. This volume explores definitions of diversity, its various manifestations and interdisciplinary infuences that shape how diversity is researched. The text turns to workforce diversity as a particular case of diversity and explores antecedents, correlates and consequences of workforce diversity. The author considers power, inequality and intersectionality to illuminate the subject from the key manifestations, including class, gender, ethnicity, sexuality and disability. With insights from an array of felds from economics, through management to biology, the author also highlights the various cases against diversity alongside analysis of how to navigate the diversity jungle in practice. This concise, authoritative book will be essential reading for students, researchers and refective practitioners interested in workforce diversity as well as unique supplementary reading across the social sciences. © 2024 Mustafa F. Özbilgin.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141513531&doi=10.1016%2fj.indmarman.2022.11.001&partnerID=40&md5=074b0b195ff266d9e11a26bb335b630e","Although the related streams of research have witnessed a burgeoning interest in recent decades, empirical evidence on how strategic orientations are relevant to export performance remains inconclusive. Therefore, this research aims to review and quantitatively synthesize the existing literature on the relationship between strategic orientations and export performance by investigating the moderating effects of home country institutions and measurement factors. Meta-analyzing 42 empirical articles containing 11,518 firms with 185 effect sizes, this study provides strong support for the favorable effects of both market and entrepreneurial orientation on the multiple facets of export performance. Besides, the meta-analysis has uncovered that the magnitude of the correlation between market orientation and export performance is contingent upon the uncertainty avoidance dimension of national culture; but not upon the formal institutions in the home country. Further, the association between entrepreneurial orientation and export performance has been found to be moderated by formal as well as informal institutions of the home country. Significant variations in the influences of market and entrepreneurial orientation on export performance have also been spotted depending on measurement factors, particularly upon objective and subjective measures for assessing export performance and the dimensional nature of the strategic orientation scales. © 2022 Elsevier Inc.","Entrepreneurial orientation; Export performance; Home country institutions; Market orientation; Meta-analysis",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151324854&partnerID=40&md5=eaf2a161d3e56f75cb0dbcd96650df2c","This book stands as the full body of scholarly work on western theories of social sciences. The book contents three chapters. The first part gives the overall scenario of theories, the second part provides the pathway to research destination - the research method, and the third and final part is the destination of the substantive field of study and the roles of international organizations on social, political, economic, environmental regimes creation as well as to other social and development functions of international organizations. Sociology examines the social actors' activities in society and social problems. Western Scholars have developed many social theories, which address the underlying causes such as social conflicts and inequalities, and many formal and informal social organizations are involved to minimize the challenges of inequalities. The study of social organizations is a relatively new phenomenon in sociology. Broadly its historical root can be traced from Greek civilization (Plato, Aristotle), and it has mostly flourished since the Enlightenment Era. However, empirical studies show that the scientific study of organizations began only from the 19th and 20th century. Among the scholars of these centuries, the contributions of Karl Marx, Ferdinand Tönnies, émile Durkheim, Ludwig Gumplovicz, Vilfredo Pareto, Max Weber, and Talcott Parsons are considered as pillars of sociology. This book intends to answer the broad and major questions of theories, methods, and the international organization studies in social sciences, particularly in sociology and to provide the basic concepts of social theories, application of methods in research (qualitative), and elaborate the factual reality ""why study of international organization is also subject of sociological study"". The book presents the perspectives of organizational sociology in way that scholarly readers can see the linkages political sciences, sociology and slightly economic in addressing the roles and issues of the international organizations. © 2022 River Publishers. All rights reserved.","Classical theorists; Durkheimean notion; Epistemology; Feminist approach; Founders of sociology; Hermeneutical phenomenology; Major theorists; Methodological debates organizational sociology; Ontological assumptions; Ontology; Perspectives on sociological theories; Phenomenology; Quantitative and qualitative method; Symbolic; The Chicago school, Positivist Research Paradigms",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148341832&doi=10.1002%2fhrm.22164&partnerID=40&md5=15bb3489652c3d88377a4be72b2f9e14","Sustainable human resource management (HRM) is critical to sustainable corporate development. However, there is little systematic research examining the determinants of sustainable HRM adoption. We fill this void by identifying and introducing a configurational approach to examine when firms adopt sustainable HRM. Based on institutional theory, we develop a typology of institutional contexts associated with sustainable HRM adoption. We posit that institutional conditions in configuration facilitate firms' adoption of sustainable HRM. Thus, we hypothesize a primary institutional configuration where institutional support, institutional quality, and institutional infrastructure combine to promote the adoption of sustainable HRM. We further propose alternative types of configurations conducive to the adoption of sustainable HRM by introducing two organizational conditions: strategic leadership support and resource slack. A fuzzy-set qualitative comparative analysis on data from 57 cases in China supports our hypotheses. We find that the combination of institutional conditions promotes the adoption of highly sustainable HRM, and the two alternative types provide functional substitutes for the primary type: (a) strategic leadership support substitutes for the combination of institutional support and institutional infrastructure, and (b) resource slack substitutes for institutional infrastructure. We build an institutional configurational model to advance a holistic understanding of the theoretical drivers of sustainable HRM, contributing to the research on sustainable HRM, institutional theory, leadership, and resource slack. © 2023 Wiley Periodicals LLC.","fuzzy-set qualitative comparative analysis (fsQCA); institutional conditions; resource slack; strategic leadership support; sustainable human resource management","adoption; article; China; human; leadership; major clinical study; resource management; theoretical study"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128386740&doi=10.3389%2ffpsyg.2022.850783&partnerID=40&md5=a8c0af3001f67c9b34deae1dd945bfcb","Social innovation has a great chance to overcome problems in complex environments. Individuals’ concern for environmental, social, and ethical issues has gradually grown, prompting the rise of new types of consumers, who shift their environmental concerns into action. Social entrepreneurship participants mostly act as beneficiaries and initiators in the process of social innovation. Social exchange theory explains the linkage between individual psychological factors and personal social cognitive perceptions that inspire social innovation intention. The current research framework is constructed to inspect the individual mental process of psychological motivation associated with social innovation intention. The purpose is to understand the relationships between the psychological level of moral idealism, ecological concern, and prior experience on cognitive perceptions of social worth; subsequently, social worth, prosocial motivation, perspective-taking, and positive feelings are examined to discover their influence on social innovation behavioral intention. The transmitting role of social worth exercises a transformative function between participants’ psychological motivation, social cognition, and social innovation intention. The research is conducted using partial least squares (PLS) analysis software. The research results reinforce our understanding of theories of individual psychological motivations on social innovation. The findings also offer some suggestions for sustainability education to social enterprise practitioners with respect to recruiting young people and continuing to generate new ideas. Copyright © 2022 Lin, Yu and Sadat.","ecological concern; idealism; perceived social worth; perspective taking; prior experience; pro-social motivation; social innovation",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145835553&doi=10.1016%2fj.jbusres.2022.113608&partnerID=40&md5=edaf490b3dcca3ce5e8f28dad9ade7ee","This study analyzes how the resources and capabilities of the owner-manager influence the firm's capacity to survive during crises. We conceptualize that only the deliberate use of available resources (bricolage) can enhance this capacity, and that “making-do” behaviors mediate the influence of the owner's social and human resources on the firm's capacity to survive crises. Based on a sample of 462 Chilean owner-managed small and medium enterprises (SME), we test our hypotheses using a complementary partial least squares-structural equation modeling (PLS-SEM) and fuzzy set-qualitative comparative analysis (fsQCA) approach. The results indicate that when founders deliberatively use their social and cognitive resources, they enhance the firm's capacity to survive in crisis environments. The fsQCA results complement these outcomes by showing that low levels of survival capacity are related to low levels of bricolage and founders’ ties. © 2022 Elsevier Inc.","Bricolage; COVID-19 pandemic; Crisis; Firm survival; Owner-managed SMEs",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153480708&doi=10.1108%2fJFBM-11-2022-0128&partnerID=40&md5=841e337305993a872279bed7b9640e6c","Purpose: The aim of this paper is to investigate the effects of environmental dynamism on different EO dimensions in family firms. The authors also examine the moderating role of national culture (uncertainty avoidance and in-group collectivism) and the level of family control and influence in fostering/hindering this relationship. Design/methodology/approach: A survey was conducted among 1,143 family firms from twenty-eight countries. The authors developed and tested hypotheses through a fixed-effects regression analysis. Findings: The findings suggest that environmental dynamism has a positive effect on all three EO dimensions. Analysis reveals a positive moderating role of family control and influence and negative moderating roles of in-group collectivism and uncertainty avoidance. Practical implications: The findings imply that family firm managers should carefully interpret the influence of their national culture on family firm behavior. More specifically, family firms in dynamic environments should consider the importance of the national culture in which they are embedded. Those operating in high uncertainty avoidant and highly collectivist cultures should take proactive steps to cultivate a corporate entrepreneurial culture. On the other hand, the family should not undermine the effect of its control and influence. In dynamic environments, family control and influence may be a competitive advantage in reinforcing entrepreneurial orientation. Originality/value: The study contributes to the literature on EO in family firms by expanding the previous research on the antecedents of EO and examining moderation effects of culture and family control and influence across a broad multi-country sample. In contrast with the common findings regarding the effect of family logic on EO, the study shows the strengthening role of family control and influence in the relationship between environmental dynamism and EO. The authors show that culture as an informal institution may also play a critical role in hindering/strengthening the relationship between environmental dynamism and EO. © 2023, Emerald Publishing Limited.","Culture; Entrepreneurial orientation; Environmental dynamism; Family control and influence; Institutional theory; STEP project global consortium",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119525726&doi=10.1007%2fs11365-021-00783-1&partnerID=40&md5=6302be295ce2628fabe09f68643d4a44","The increasing relevance of societal challenges has recently brought social entrepreneurship to the fore due to its capacity to leverage entrepreneurial processes to achieve social value while ensuring profits. In this study, we apply an experimental research method to analyse the concept of social entrepreneurship comprehensively. More specifically, we develop bibliometric analysis and web crawling techniques to gather information related to social entrepreneurship from Scopus and Wikipedia. We conduct a comparative network analysis of social entrepreneurship’s conceptual structure at academic and non-academic levels. This analysis has been performed considering scientific articles’ keywords and Wikipedia webpages’ co-occurrences, enabling us to identify four different thematic clusters in both cases. Moreover, plotting the centrality and density of each cluster on a bi-dimensional matrix, we have sketched a strategic diagram and provided the thematic evolution of this research topic, based on the level of interaction among clusters, and the degree of cohesion of keywords in each cluster. This paper represents one of the first attempts in the entrepreneurship literature to shed light on the conceptual boundaries of a research topic based on the analysis of both a scientific and an open-source knowledge database. Our results reveal similarities and discrepancies between those two different sources of knowledge, and outline avenues for future studies at the intersection between social entrepreneurship and the research domains of digital transformation, performance measurement, entrepreneurial ecosystems, and ethics. We also call for a further conceptualisation of social entrepreneurship in the face of the increasing complexity that characterises grand challenges. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Bibliometric analysis; Grand challenges; Network analysis; Social entrepreneurship; Web crawling; Wikipedia",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149935051&doi=10.3390%2fsu15053880&partnerID=40&md5=1044c6ada29478292afa0c04bc457939","Business model design needs to encounter increasing and highly dynamic challenges due to counter-caesural environmental changes. Empirical research on strategic sustainability is expected to provide guidance for needed dynamic transformation and sustainability. The reported research builds on a multi-case research of four German wine estates. The cases each represent a specific generic strategic grouping and distinct business models and are thereby suited to analyse sustainability by leaning on the concept of dynamic capabilities. Sustainability was examined as a strategic vehicle for innovation in the wine industry and a nuanced view of dynamic capabilities. Premium strategist turned out to strongly engage and profile in sustainability with aligned dynamic capabilities as a building block to generate premium products. Quality leadership also leverages product quality with comprehensive dynamic capabilities aiming for sustainability by building on size and a professional structure but less on environmental profiling. The price–value strategy approaches sustainability primarily from a market-based and circular economy view. Niche strategist’s dynamic capabilities in the analysed population illustrated an entrepreneurial and effectuation-based approach with specific dynamic capabilities fine-tuned to exploit market opportunities. The multi-case analyses thereby allowed us to identify strategy-specific and business-model-suiting capabilities. © 2023 by the author.","business model design; dynamic capabilities; effectuation; entrepreneurship; generic strategies; resource dependency; transformation","Germany; business development; design method; innovation; leadership; strategic approach; sustainability; sustainable development; wine industry"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164200044&doi=10.3390%2fsu15129233&partnerID=40&md5=f2562bf6a5f54a01804e8042860524ee","Organizational sustainability supports the financial, social, and cultural well-being of organizations and their surrounding communities. However, few studies have examined organizational sustainability in Saudi Arabia or its link to information technology. This study used self-reported data from a large sample of employees at various Saudi government institutions to conclude that these institutions moderately implemented organizational sustainability. Correlation and regression analyses demonstrated weak associations between various types of organizational sustainability and dimensions of information system success, where user satisfaction with information systems is the strongest positive predictor of perceived organizational sustainability. Organizational sustainability is still emerging in the public sector, and further research is needed to identify predictors of its success. © 2023 by the authors.","information system success; organizational sustainability; public sector; regression analysis; Saudi Arabia","Saudi Arabia; exploration; government; information system; institutional framework; organizational framework; public sector; regression analysis; sustainability"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127948066&doi=10.3390%2fsu14074089&partnerID=40&md5=7d51a88b4b26c00e2df95bd4e9bd2f7f","In recent times, the importance of green entrepreneurship in the socio-economic development, environmental management, and prosperity of underprivileged societies has widely been acknowledged by both academics and policymakers alike. Despite this importance, there is a lack of research on what the external and internal factors that support and foster the growth of green agricultural ventures are. This research aims to propose a framework suggesting factors that play a significant role in flourishment of green enterprises, with a focus on developing countries. Through an extensive review and in-depth analysis of the existing literature in the fields of green entrepreneurship and agriculture, we propose a conceptual framework highlighting the internal and external factors that, when strategically aligned, foster the growth of green agricultural enterprises. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","agriculture 4.0; developing countries; environmental management; green entrepreneurship; innovation; small medium enterprises; SMEs","agriculture; conceptual framework; entrepreneur"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161438072&doi=10.1080%2f09537287.2023.2217414&partnerID=40&md5=5bba8f129d5b15a3466e8cdab655e3f0","Emergence of the fourth industrial revolution prompts digital transitions and transformations of economic sectors, with pressures for institutions to prepare and respond in a way that harnesses the progressive potentials of Industry 4.0 for socioeconomic growth. The purpose of this research is to evaluate core institutional change readiness factors for Industry 4.0, with focus on institutional innovation that sustains technology trajectories and supports technology use in an emerging economy. Using the Delphi methodology with a panel of 71 triple helix (i.e. university, industry, and government) experts, the research identifies, selects, and prioritizes collaboration and capability readiness factors. Initial literature review identifies 50 readiness factors and subsequent non-parametric tests find that ‘clarity of goals and relevance’ and ‘innovating competencies’ are the topmost collaboration and capability factors, respectively. Discussions on these findings imply integrated analyses based on the triple helix as well as institutional and ‘clarity-creativity’ dyadic framings for technology management studies of Industry 4.0. The managerial implications of the research centre on factor-based recommendations concerning support systems for Industry 4.0 transdisciplinary collaboration and action plans for building digital capability, in furtherance of the fourth industrial revolution. Concluding the research is a highlight of the research limitations and potential future research areas. © 2023 Informa UK Limited, trading as Taylor & Francis Group.","change readiness; Delphi; digital transformation; digitalization; fourth industrial revolution; Industry 4.0; institutional innovation; strategic foresight; triple helix","Industrial economics; Industrial research; Change readiness; Delphi; Digital transformation; Digitalization; Fourth industrial revolution; Industrial revolutions; Institutional innovation; Readiness factors; Strategic foresight; Triple helixes; Industry 4.0"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162661122&doi=10.1177%2f01979183231182669&partnerID=40&md5=e9805dce6c04462328b46487bdf35321","Over the last two decades, ever-increasing numbers of refugees have left their home countries. As of 2022, around 27 million people were registered as refugees with the United Nations High Commissioner for Refugees (UNHCR). While some consider refugees to be a burden on their host countries, there is growing evidence that they make significant contributions to host countries’ economies, with rates of entrepreneurship higher than other migrant groups and host country nationals. To take stock of what is known about refugee entrepreneurship, this article undertakes a systematic review of the refugee entrepreneurship empirical literature. The systematic review provides insights into the factors which shape refugees’ initiation of, engagement in, and performance of entrepreneurial endeavors and identifies gaps and inconsistencies in the current refugee entrepreneurship literature. Based on these gaps and inconsistencies, a future research agenda is proposed. By taking stock of what is known and proposing a future research agenda, this review has scholarly implications for the academic advancement of refugee entrepreneurship. Additionally, this review has policy implications. By better understanding the field of refugee entrepreneurship and its social and economic benefits, government policy-makers will be better positioned to design responsive policies to support refugee entrepreneurs in establishing their entrepreneurial endeavors. Finally, the findings of this review have practical implications for refugee entrepreneurs themselves, for example, by highlighting the resources that will assist entrepreneurs in pursuing entrepreneurship. © The Author(s) 2023.","mixed embeddedness theory; refugee entrepreneurship; social disadvantage theory",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113726954&doi=10.1108%2fSRJ-10-2020-0399&partnerID=40&md5=650e1083fda59f1d6445918d3990dc2e","Purpose: The purpose of this research paper is to predict sustainability-driven entrepreneurship intention among university students in the developing market (Pakistan). Design/methodology/approach: The target population of this study was university students in Pakistan. According to UNDP (2017) report, Pakistan has the largest youth population. More than 64% of the total population (210 million) is below 30 years of age. If trained properly, this huge chunk of the population could become a source of intellectual capital for the development of the nation. The quota based on age sampling technique was used to collect the data from university students in Karachi because more than 64% of the Pakistan population is below 30 years of age. Findings: The findings reveal that university entrepreneurial support has a strong influence on attitude toward sustainable entrepreneurship and entrepreneurial self-efficacy. Research limitations/implications: The role of university entrepreneurial support, environmental concern and students’ entrepreneurial self-efficacy are vital factors in sustainability-driven entrepreneurship. This study enriches the literature of green entrepreneurship helping to understand university students’ intention for sustainable entrepreneurship. The outcome of this study would help strategists and environmental academicians to guide university students regarding the launch of sustainable ventures. Originality/value: To the best of authors’ knowledge, this is one of the first studies to explore the effects of environmental concern on entrepreneurial intention among university students in the context of a developing country – Pakistan. © 2021, Emerald Publishing Limited.","Attitude toward sustainable entrepreneurship; Entrepreneurial self-efficacy; Environmental concern; Subjective norms; Sustainability-driven entrepreneurial intention; University entrepreneurial support",""
